event_id,event_date,report_id,event_type,severity,stakeholder_group,estimated_impact,resolution_state,note
EVT0506,2026-03-02,RPT025,refresh exception,High,category management,20930,Resolved,training material should be refreshed
EVT0507,2026-04-18,RPT027,definition question,Critical,supply planning,21480,Open,training material should be refreshed
EVT0508,2026-02-09,RPT021,definition question,Medium,supply planning,47292,Monitoring,training material should be refreshed
EVT0509,2026-03-01,RPT025,refresh exception,Medium,category management,2831,Resolved,metric definition requires clarification
EVT0510,2026-03-21,RPT006,lineage ownership update,High,bottler finance leads,11374,Open,metric definition requires clarification
EVT0511,2026-02-17,RPT007,stakeholder training ask,Critical,category management,23497,Resolved,quality exception tied to customer hierarchy mapping
EVT0512,2026-04-08,RPT015,quality alert,Critical,supply planning,32977,Monitoring,metric definition requires clarification
EVT0513,2026-04-24,RPT029,refresh exception,High,national customer team,17673,In review,metric definition requires clarification
EVT0514,2026-02-03,RPT017,quality alert,High,national customer team,51174,Open,metric definition requires clarification
EVT0515,2026-02-24,RPT014,refresh exception,Medium,field sales operations,20072,Monitoring,metric definition requires clarification
EVT0516,2026-02-18,RPT012,stakeholder training ask,Medium,bottler finance leads,4055,Monitoring,training material should be refreshed
EVT0517,2026-04-06,RPT005,stakeholder training ask,High,national customer team,15390,Monitoring,source owner confirmation needed
EVT0518,2026-05-09,RPT004,stakeholder training ask,Medium,commercial leadership,11764,In review,quality exception tied to customer hierarchy mapping
EVT0519,2026-03-19,RPT032,quality alert,Medium,field sales operations,25633,In review,source owner confirmation needed
EVT0520,2026-03-28,RPT001,definition question,Medium,category management,43153,Monitoring,training material should be refreshed
EVT0521,2026-04-17,RPT023,lineage ownership update,Medium,national customer team,28401,In review,metric definition requires clarification
EVT0522,2026-03-28,RPT006,lineage ownership update,High,bottler finance leads,53635,Resolved,source owner confirmation needed
EVT0523,2026-04-01,RPT004,lineage ownership update,High,commercial leadership,51349,Open,quality exception tied to customer hierarchy mapping
EVT0524,2026-05-16,RPT008,refresh exception,High,field sales operations,13084,Open,refresh evidence attached to operating review
EVT0525,2026-02-25,RPT016,quality alert,Low,commercial leadership,28183,Resolved,metric definition requires clarification
EVT0526,2026-04-14,RPT013,lineage ownership update,High,category management,23443,In review,training material should be refreshed
EVT0527,2026-02-13,RPT013,definition question,Critical,category management,47880,Open,quality exception tied to customer hierarchy mapping
EVT0528,2026-02-05,RPT029,performance review,Low,national customer team,18920,Open,quality exception tied to customer hierarchy mapping
EVT0529,2026-02-12,RPT014,definition question,Medium,field sales operations,19355,In review,source owner confirmation needed
EVT0530,2026-04-08,RPT002,performance review,Low,field sales operations,45809,Monitoring,metric definition requires clarification
EVT0531,2026-03-09,RPT008,quality alert,Medium,field sales operations,9967,Resolved,metric definition requires clarification
EVT0532,2026-04-14,RPT001,lineage ownership update,Critical,category management,51328,In review,training material should be refreshed
EVT0533,2026-03-22,RPT017,lineage ownership update,Medium,national customer team,38741,Open,refresh evidence attached to operating review
EVT0534,2026-05-14,RPT008,quality alert,Low,field sales operations,12145,Resolved,refresh evidence attached to operating review
EVT0535,2026-05-19,RPT028,lineage ownership update,Low,commercial leadership,4466,In review,training material should be refreshed
EVT0536,2026-04-02,RPT008,lineage ownership update,Medium,field sales operations,32051,In review,training material should be refreshed
EVT0537,2026-04-13,RPT019,lineage ownership update,High,category management,12765,Open,refresh evidence attached to operating review
EVT0538,2026-04-03,RPT025,lineage ownership update,Low,category management,24508,In review,quality exception tied to customer hierarchy mapping
EVT0539,2026-01-30,RPT014,refresh exception,Critical,field sales operations,33509,Resolved,source owner confirmation needed
EVT0540,2026-03-12,RPT028,definition question,Low,commercial leadership,8185,Open,source owner confirmation needed
EVT0541,2026-02-24,RPT024,definition question,Low,bottler finance leads,50445,In review,refresh evidence attached to operating review
EVT0542,2026-03-10,RPT029,refresh exception,Low,national customer team,44805,In review,metric definition requires clarification
EVT0543,2026-03-10,RPT007,quality alert,High,category management,32090,Resolved,source owner confirmation needed
EVT0544,2026-01-24,RPT002,refresh exception,Medium,field sales operations,26492,Monitoring,quality exception tied to customer hierarchy mapping
EVT0545,2026-03-21,RPT023,definition question,Medium,national customer team,39576,Monitoring,metric definition requires clarification
EVT0546,2026-05-09,RPT018,stakeholder training ask,Low,bottler finance leads,50030,Resolved,training material should be refreshed
EVT0547,2026-05-10,RPT005,stakeholder training ask,Medium,national customer team,4310,In review,source owner confirmation needed
EVT0548,2026-04-05,RPT012,refresh exception,Medium,bottler finance leads,13782,Monitoring,metric definition requires clarification
EVT0549,2026-02-06,RPT031,definition question,Low,category management,7319,In review,quality exception tied to customer hierarchy mapping
EVT0550,2026-04-25,RPT003,quality alert,Low,supply planning,4654,In review,refresh evidence attached to operating review
EVT0551,2026-02-18,RPT010,stakeholder training ask,Low,commercial leadership,24984,Open,refresh evidence attached to operating review
EVT0552,2026-04-16,RPT030,definition question,Medium,bottler finance leads,45534,Resolved,metric definition requires clarification
EVT0553,2026-04-03,RPT010,quality alert,High,commercial leadership,19638,Monitoring,training material should be refreshed
EVT0554,2026-03-24,RPT018,stakeholder training ask,Medium,bottler finance leads,6237,Monitoring,quality exception tied to customer hierarchy mapping
EVT0555,2026-02-27,RPT006,definition question,High,bottler finance leads,40204,Open,metric definition requires clarification
EVT0556,2026-03-04,RPT025,quality alert,High,category management,50212,Resolved,metric definition requires clarification
EVT0557,2026-03-17,RPT014,quality alert,High,field sales operations,29838,Monitoring,refresh evidence attached to operating review
EVT0558,2026-04-25,RPT025,quality alert,Medium,category management,28026,Monitoring,refresh evidence attached to operating review
EVT0559,2026-03-24,RPT005,definition question,Critical,national customer team,39737,Open,training material should be refreshed
EVT0560,2026-04-26,RPT023,definition question,Medium,national customer team,50753,In review,training material should be refreshed
EVT0561,2026-04-18,RPT011,refresh exception,High,national customer team,40349,Monitoring,training material should be refreshed
EVT0562,2026-03-07,RPT010,definition question,Critical,commercial leadership,36091,Open,refresh evidence attached to operating review
EVT0563,2026-02-18,RPT018,stakeholder training ask,Low,bottler finance leads,41660,Monitoring,source owner confirmation needed
EVT0564,2026-02-26,RPT013,lineage ownership update,Critical,category management,15756,Open,source owner confirmation needed
EVT0565,2026-01-25,RPT028,refresh exception,High,commercial leadership,26108,Resolved,metric definition requires clarification
EVT0566,2026-02-12,RPT024,refresh exception,Low,bottler finance leads,51809,Resolved,training material should be refreshed
EVT0567,2026-02-21,RPT012,refresh exception,Low,bottler finance leads,23960,Open,training material should be refreshed
EVT0568,2026-05-07,RPT014,performance review,Critical,field sales operations,41246,Open,quality exception tied to customer hierarchy mapping
EVT0569,2026-05-07,RPT027,lineage ownership update,Low,supply planning,36014,In review,training material should be refreshed
EVT0570,2026-05-14,RPT024,definition question,Medium,bottler finance leads,29194,Resolved,training material should be refreshed
EVT0571,2026-04-11,RPT017,lineage ownership update,Critical,national customer team,25648,Monitoring,quality exception tied to customer hierarchy mapping
EVT0572,2026-02-22,RPT031,quality alert,High,category management,49280,Resolved,metric definition requires clarification
EVT0573,2026-04-23,RPT004,definition question,Medium,commercial leadership,26404,In review,refresh evidence attached to operating review
EVT0574,2026-03-12,RPT021,lineage ownership update,High,supply planning,39551,Monitoring,quality exception tied to customer hierarchy mapping
EVT0575,2026-01-27,RPT021,performance review,Critical,supply planning,35442,Monitoring,refresh evidence attached to operating review
EVT0576,2026-04-27,RPT012,definition question,Medium,bottler finance leads,4917,Open,training material should be refreshed
EVT0577,2026-03-30,RPT001,stakeholder training ask,Critical,category management,35438,Resolved,training material should be refreshed
EVT0578,2026-02-02,RPT007,lineage ownership update,Medium,category management,45720,In review,training material should be refreshed
EVT0579,2026-03-22,RPT027,refresh exception,Medium,supply planning,31619,Resolved,metric definition requires clarification
EVT0580,2026-03-17,RPT014,refresh exception,Low,field sales operations,1753,In review,quality exception tied to customer hierarchy mapping
EVT0581,2026-05-11,RPT024,lineage ownership update,Critical,bottler finance leads,13686,Resolved,source owner confirmation needed
EVT0582,2026-03-05,RPT032,stakeholder training ask,Low,field sales operations,25201,In review,metric definition requires clarification
EVT0583,2026-04-02,RPT003,performance review,Medium,supply planning,25859,Open,metric definition requires clarification
EVT0584,2026-01-28,RPT002,definition question,High,field sales operations,27896,Resolved,source owner confirmation needed
EVT0585,2026-02-09,RPT031,performance review,High,category management,5851,Open,metric definition requires clarification
EVT0586,2026-03-24,RPT028,definition question,Low,commercial leadership,26602,In review,metric definition requires clarification
EVT0587,2026-01-25,RPT018,refresh exception,Low,bottler finance leads,31088,Open,metric definition requires clarification
EVT0588,2026-04-26,RPT003,quality alert,Critical,supply planning,3032,Monitoring,source owner confirmation needed
EVT0589,2026-03-13,RPT017,stakeholder training ask,Low,national customer team,37368,Monitoring,refresh evidence attached to operating review
EVT0590,2026-03-21,RPT015,quality alert,Low,supply planning,28472,In review,refresh evidence attached to operating review
EVT0591,2026-04-08,RPT023,quality alert,Critical,national customer team,21485,Monitoring,source owner confirmation needed
EVT0592,2026-01-25,RPT006,refresh exception,Critical,bottler finance leads,42963,Monitoring,refresh evidence attached to operating review
EVT0593,2026-01-26,RPT019,refresh exception,Critical,category management,4807,Open,quality exception tied to customer hierarchy mapping
EVT0594,2026-02-05,RPT014,definition question,Critical,field sales operations,26187,Open,quality exception tied to customer hierarchy mapping
EVT0595,2026-03-09,RPT001,refresh exception,Low,category management,35714,Resolved,metric definition requires clarification
EVT0596,2026-01-25,RPT030,refresh exception,Critical,bottler finance leads,5286,Open,source owner confirmation needed
EVT0597,2026-05-17,RPT001,quality alert,Medium,category management,9877,Open,metric definition requires clarification
EVT0598,2026-04-01,RPT026,quality alert,Low,field sales operations,22081,Open,source owner confirmation needed
EVT0599,2026-05-18,RPT008,refresh exception,Low,field sales operations,49299,Monitoring,quality exception tied to customer hierarchy mapping
EVT0600,2026-05-01,RPT013,definition question,Low,category management,1540,Monitoring,refresh evidence attached to operating review
EVT0601,2026-04-08,RPT028,lineage ownership update,Critical,commercial leadership,5445,Open,source owner confirmation needed
EVT0602,2026-04-08,RPT019,definition question,Low,category management,6545,Monitoring,metric definition requires clarification
EVT0603,2026-04-01,RPT012,quality alert,Medium,bottler finance leads,24976,Open,quality exception tied to customer hierarchy mapping
EVT0604,2026-02-21,RPT025,quality alert,High,category management,34418,Monitoring,source owner confirmation needed
EVT0605,2026-03-18,RPT028,quality alert,Low,commercial leadership,5323,Monitoring,source owner confirmation needed
EVT0606,2026-05-04,RPT010,definition question,High,commercial leadership,20954,Monitoring,training material should be refreshed
EVT0607,2026-01-24,RPT021,quality alert,High,supply planning,49619,In review,source owner confirmation needed
EVT0608,2026-05-17,RPT010,definition question,High,commercial leadership,42914,Open,training material should be refreshed
EVT0609,2026-03-05,RPT030,lineage ownership update,High,bottler finance leads,1329,In review,training material should be refreshed
EVT0610,2026-02-21,RPT010,performance review,Medium,commercial leadership,28655,In review,metric definition requires clarification
EVT0611,2026-02-11,RPT024,quality alert,Low,bottler finance leads,44418,Monitoring,training material should be refreshed
EVT0612,2026-03-25,RPT019,stakeholder training ask,Critical,category management,9388,In review,metric definition requires clarification
EVT0613,2026-02-08,RPT001,refresh exception,Critical,category management,7104,In review,quality exception tied to customer hierarchy mapping
EVT0614,2026-01-21,RPT009,quality alert,Low,supply planning,52196,Monitoring,refresh evidence attached to operating review
EVT0615,2026-05-06,RPT028,performance review,Critical,commercial leadership,19554,Resolved,quality exception tied to customer hierarchy mapping
EVT0616,2026-02-11,RPT011,lineage ownership update,Critical,national customer team,37548,Open,refresh evidence attached to operating review
EVT0617,2026-04-08,RPT013,refresh exception,Low,category management,20813,Monitoring,metric definition requires clarification
EVT0618,2026-04-19,RPT003,lineage ownership update,Critical,supply planning,28555,Monitoring,refresh evidence attached to operating review
EVT0619,2026-02-11,RPT028,lineage ownership update,Critical,commercial leadership,3273,In review,quality exception tied to customer hierarchy mapping
EVT0620,2026-04-13,RPT028,definition question,Low,commercial leadership,42975,Open,training material should be refreshed
EVT0621,2026-02-04,RPT032,stakeholder training ask,High,field sales operations,40217,Resolved,training material should be refreshed
EVT0622,2026-04-11,RPT021,lineage ownership update,High,supply planning,49231,Resolved,refresh evidence attached to operating review
EVT0623,2026-03-20,RPT023,stakeholder training ask,Low,national customer team,17264,Monitoring,source owner confirmation needed
EVT0624,2026-02-14,RPT023,definition question,Medium,national customer team,31712,In review,metric definition requires clarification
EVT0625,2026-04-28,RPT030,quality alert,Medium,bottler finance leads,52514,In review,refresh evidence attached to operating review
EVT0626,2026-03-15,RPT025,definition question,High,category management,50757,Resolved,metric definition requires clarification
EVT0627,2026-05-10,RPT032,definition question,High,field sales operations,29272,Resolved,training material should be refreshed
EVT0628,2026-04-12,RPT018,refresh exception,Medium,bottler finance leads,49011,Open,source owner confirmation needed
EVT0629,2026-04-12,RPT010,refresh exception,High,commercial leadership,16514,Monitoring,refresh evidence attached to operating review
EVT0630,2026-04-26,RPT021,lineage ownership update,High,supply planning,24734,In review,quality exception tied to customer hierarchy mapping
EVT0631,2026-02-16,RPT012,quality alert,Medium,bottler finance leads,21231,Resolved,metric definition requires clarification
EVT0632,2026-03-05,RPT014,stakeholder training ask,Critical,field sales operations,34931,In review,metric definition requires clarification
EVT0633,2026-05-04,RPT027,definition question,Critical,supply planning,45164,Resolved,training material should be refreshed
EVT0634,2026-04-15,RPT010,refresh exception,Medium,commercial leadership,47064,Open,source owner confirmation needed
EVT0635,2026-02-18,RPT013,performance review,Critical,category management,43066,Monitoring,source owner confirmation needed
EVT0636,2026-05-15,RPT005,definition question,Critical,national customer team,32776,Open,source owner confirmation needed
EVT0637,2026-05-12,RPT020,refresh exception,Low,field sales operations,6376,Resolved,quality exception tied to customer hierarchy mapping
EVT0638,2026-04-11,RPT007,stakeholder training ask,Medium,category management,15084,Open,training material should be refreshed
EVT0639,2026-04-08,RPT016,definition question,Medium,commercial leadership,37167,Open,source owner confirmation needed
EVT0640,2026-03-30,RPT023,stakeholder training ask,Critical,national customer team,23343,Open,quality exception tied to customer hierarchy mapping
EVT0641,2026-03-09,RPT005,quality alert,Critical,national customer team,42984,Resolved,source owner confirmation needed
EVT0642,2026-05-13,RPT024,stakeholder training ask,Medium,bottler finance leads,9114,Resolved,source owner confirmation needed
EVT0643,2026-04-13,RPT003,lineage ownership update,Low,supply planning,5271,Open,quality exception tied to customer hierarchy mapping
EVT0644,2026-02-26,RPT017,quality alert,Low,national customer team,3526,In review,refresh evidence attached to operating review
EVT0645,2026-02-17,RPT032,quality alert,Low,field sales operations,45589,Monitoring,training material should be refreshed
EVT0646,2026-04-02,RPT026,definition question,Medium,field sales operations,30459,Monitoring,metric definition requires clarification
EVT0647,2026-05-06,RPT001,performance review,Medium,category management,26277,In review,metric definition requires clarification
EVT0648,2026-05-03,RPT026,stakeholder training ask,Critical,field sales operations,49473,In review,source owner confirmation needed
EVT0649,2026-02-28,RPT006,quality alert,Low,bottler finance leads,50129,Open,refresh evidence attached to operating review
EVT0650,2026-02-18,RPT022,lineage ownership update,Critical,commercial leadership,6337,Resolved,source owner confirmation needed
EVT0651,2026-05-08,RPT018,quality alert,Critical,bottler finance leads,48465,Resolved,metric definition requires clarification
EVT0652,2026-01-23,RPT015,stakeholder training ask,High,supply planning,49076,Monitoring,source owner confirmation needed
EVT0653,2026-02-14,RPT019,lineage ownership update,Medium,category management,48897,Open,refresh evidence attached to operating review
EVT0654,2026-02-27,RPT032,performance review,Medium,field sales operations,46454,Resolved,training material should be refreshed
EVT0655,2026-03-06,RPT004,lineage ownership update,High,commercial leadership,44233,Monitoring,training material should be refreshed
EVT0656,2026-04-01,RPT016,lineage ownership update,High,commercial leadership,33218,Resolved,metric definition requires clarification
EVT0657,2026-05-02,RPT031,quality alert,High,category management,23071,Monitoring,quality exception tied to customer hierarchy mapping
EVT0658,2026-02-12,RPT012,definition question,High,bottler finance leads,23798,Resolved,source owner confirmation needed
EVT0659,2026-02-08,RPT018,refresh exception,Low,bottler finance leads,1817,Open,training material should be refreshed
EVT0660,2026-02-04,RPT026,refresh exception,Critical,field sales operations,30397,Resolved,training material should be refreshed
EVT0661,2026-02-15,RPT024,lineage ownership update,Low,bottler finance leads,48471,Resolved,refresh evidence attached to operating review
EVT0662,2026-03-10,RPT025,quality alert,Critical,category management,40164,In review,metric definition requires clarification
EVT0663,2026-04-02,RPT016,definition question,Medium,commercial leadership,49105,Open,source owner confirmation needed
EVT0664,2026-04-13,RPT009,definition question,High,supply planning,14001,Resolved,metric definition requires clarification
EVT0665,2026-03-12,RPT024,performance review,Medium,bottler finance leads,30981,Monitoring,metric definition requires clarification
EVT0666,2026-02-11,RPT007,definition question,Medium,category management,21611,Resolved,quality exception tied to customer hierarchy mapping
EVT0667,2026-05-03,RPT032,refresh exception,Low,field sales operations,15675,Open,source owner confirmation needed
EVT0668,2026-03-17,RPT005,definition question,Low,national customer team,33347,In review,metric definition requires clarification
EVT0669,2026-04-01,RPT024,quality alert,Critical,bottler finance leads,10510,Resolved,quality exception tied to customer hierarchy mapping
EVT0670,2026-02-04,RPT012,definition question,Low,bottler finance leads,23468,Monitoring,quality exception tied to customer hierarchy mapping
EVT0671,2026-02-28,RPT020,quality alert,Critical,field sales operations,37090,Monitoring,source owner confirmation needed
EVT0672,2026-05-19,RPT030,refresh exception,Medium,bottler finance leads,22411,In review,training material should be refreshed
EVT0673,2026-05-16,RPT006,refresh exception,High,bottler finance leads,52544,Resolved,quality exception tied to customer hierarchy mapping
EVT0674,2026-03-03,RPT012,stakeholder training ask,Medium,bottler finance leads,48489,Monitoring,metric definition requires clarification
EVT0675,2026-04-30,RPT028,definition question,Medium,commercial leadership,45326,In review,source owner confirmation needed
EVT0676,2026-01-30,RPT028,quality alert,Low,commercial leadership,43412,In review,quality exception tied to customer hierarchy mapping
EVT0677,2026-04-14,RPT027,lineage ownership update,Critical,supply planning,37792,Resolved,metric definition requires clarification
EVT0678,2026-03-22,RPT031,definition question,Low,category management,21810,In review,refresh evidence attached to operating review
EVT0679,2026-05-01,RPT029,quality alert,Low,national customer team,46616,Monitoring,training material should be refreshed
EVT0680,2026-05-05,RPT003,stakeholder training ask,Critical,supply planning,41567,Open,metric definition requires clarification
EVT0681,2026-05-09,RPT021,performance review,Critical,supply planning,35146,Resolved,quality exception tied to customer hierarchy mapping
EVT0682,2026-02-26,RPT018,refresh exception,Critical,bottler finance leads,19919,In review,metric definition requires clarification
EVT0683,2026-04-28,RPT007,refresh exception,Low,category management,22161,Monitoring,quality exception tied to customer hierarchy mapping
EVT0684,2026-02-28,RPT021,refresh exception,Medium,supply planning,26551,In review,source owner confirmation needed
EVT0685,2026-03-11,RPT003,performance review,Low,supply planning,48108,In review,refresh evidence attached to operating review
EVT0686,2026-02-10,RPT016,quality alert,High,commercial leadership,49677,Open,quality exception tied to customer hierarchy mapping
EVT0687,2026-05-10,RPT021,quality alert,Medium,supply planning,40173,Open,refresh evidence attached to operating review
EVT0688,2026-03-12,RPT023,refresh exception,Medium,national customer team,46764,Open,refresh evidence attached to operating review
EVT0689,2026-05-02,RPT016,lineage ownership update,Critical,commercial leadership,6346,Resolved,quality exception tied to customer hierarchy mapping
EVT0690,2026-04-17,RPT019,definition question,High,category management,21379,In review,source owner confirmation needed
EVT0691,2026-03-20,RPT001,performance review,High,category management,52486,Resolved,refresh evidence attached to operating review
EVT0692,2026-03-21,RPT032,definition question,Low,field sales operations,43683,Resolved,refresh evidence attached to operating review
EVT0693,2026-05-11,RPT023,refresh exception,Medium,national customer team,7562,Monitoring,metric definition requires clarification
EVT0694,2026-04-26,RPT013,quality alert,High,category management,15728,In review,refresh evidence attached to operating review
EVT0695,2026-01-25,RPT013,definition question,Critical,category management,49342,Resolved,refresh evidence attached to operating review
EVT0696,2026-03-12,RPT025,refresh exception,Critical,category management,5024,In review,training material should be refreshed
EVT0697,2026-03-19,RPT002,performance review,Critical,field sales operations,29228,Monitoring,source owner confirmation needed
EVT0698,2026-04-03,RPT025,performance review,High,category management,2463,Resolved,metric definition requires clarification
EVT0699,2026-01-30,RPT028,refresh exception,Critical,commercial leadership,34813,Monitoring,training material should be refreshed
EVT0700,2026-05-10,RPT023,performance review,Medium,national customer team,10109,Monitoring,training material should be refreshed
EVT0701,2026-02-23,RPT032,refresh exception,High,field sales operations,5401,In review,training material should be refreshed
EVT0702,2026-04-16,RPT001,definition question,Medium,category management,38477,Monitoring,quality exception tied to customer hierarchy mapping
EVT0703,2026-03-26,RPT019,quality alert,High,category management,39411,Monitoring,source owner confirmation needed
EVT0704,2026-01-20,RPT001,refresh exception,Medium,category management,1706,Monitoring,source owner confirmation needed
EVT0705,2026-04-10,RPT025,quality alert,Low,category management,40024,In review,quality exception tied to customer hierarchy mapping
EVT0706,2026-03-22,RPT010,refresh exception,Low,commercial leadership,34358,In review,quality exception tied to customer hierarchy mapping
EVT0707,2026-04-08,RPT007,lineage ownership update,Critical,category management,40779,In review,source owner confirmation needed
EVT0708,2026-03-03,RPT027,refresh exception,Low,supply planning,35588,Open,refresh evidence attached to operating review
EVT0709,2026-03-19,RPT024,stakeholder training ask,Low,bottler finance leads,7920,Open,quality exception tied to customer hierarchy mapping
EVT0710,2026-04-21,RPT028,stakeholder training ask,High,commercial leadership,50312,In review,metric definition requires clarification
EVT0711,2026-02-05,RPT027,definition question,Low,supply planning,23075,In review,quality exception tied to customer hierarchy mapping
EVT0712,2026-02-10,RPT015,lineage ownership update,Low,supply planning,53366,Monitoring,refresh evidence attached to operating review
EVT0713,2026-05-01,RPT022,performance review,Low,commercial leadership,33148,Monitoring,metric definition requires clarification
EVT0714,2026-02-15,RPT005,refresh exception,Critical,national customer team,20182,In review,source owner confirmation needed
EVT0715,2026-03-02,RPT016,quality alert,Critical,commercial leadership,45526,Monitoring,metric definition requires clarification
EVT0716,2026-03-04,RPT023,lineage ownership update,Medium,national customer team,33434,Monitoring,training material should be refreshed
EVT0717,2026-01-31,RPT005,lineage ownership update,Medium,national customer team,22203,Monitoring,refresh evidence attached to operating review
EVT0718,2026-02-03,RPT022,stakeholder training ask,Medium,commercial leadership,40268,Open,refresh evidence attached to operating review
EVT0719,2026-03-21,RPT011,refresh exception,High,national customer team,17704,In review,refresh evidence attached to operating review
EVT0720,2026-03-29,RPT012,refresh exception,Medium,bottler finance leads,20030,Open,metric definition requires clarification
EVT0721,2026-01-23,RPT022,quality alert,Medium,commercial leadership,19763,Monitoring,source owner confirmation needed
EVT0722,2026-02-28,RPT031,lineage ownership update,Critical,category management,42795,Monitoring,training material should be refreshed
EVT0723,2026-02-27,RPT029,performance review,High,national customer team,29242,Resolved,training material should be refreshed
EVT0724,2026-03-29,RPT017,quality alert,Low,national customer team,34969,Monitoring,metric definition requires clarification
EVT0725,2026-02-02,RPT012,quality alert,High,bottler finance leads,22563,Monitoring,refresh evidence attached to operating review
EVT0726,2026-05-05,RPT018,refresh exception,High,bottler finance leads,5006,In review,source owner confirmation needed
EVT0727,2026-01-28,RPT022,quality alert,High,commercial leadership,51279,Monitoring,training material should be refreshed
EVT0728,2026-03-30,RPT004,performance review,Critical,commercial leadership,22382,Monitoring,quality exception tied to customer hierarchy mapping
EVT0729,2026-04-18,RPT028,performance review,Medium,commercial leadership,36950,Monitoring,training material should be refreshed
EVT0730,2026-03-22,RPT019,stakeholder training ask,Low,category management,16173,Resolved,source owner confirmation needed
EVT0731,2026-03-04,RPT011,performance review,Medium,national customer team,43222,In review,training material should be refreshed
EVT0732,2026-01-23,RPT006,stakeholder training ask,High,bottler finance leads,52091,Monitoring,metric definition requires clarification
EVT0733,2026-03-14,RPT029,stakeholder training ask,High,national customer team,28843,In review,source owner confirmation needed
EVT0734,2026-05-04,RPT027,stakeholder training ask,Low,supply planning,16686,In review,metric definition requires clarification
EVT0735,2026-03-17,RPT025,performance review,Critical,category management,30962,Resolved,training material should be refreshed
EVT0736,2026-01-24,RPT007,performance review,High,category management,14502,Monitoring,source owner confirmation needed
EVT0737,2026-03-27,RPT008,quality alert,Low,field sales operations,2002,In review,training material should be refreshed
EVT0738,2026-04-09,RPT003,performance review,Medium,supply planning,23176,In review,refresh evidence attached to operating review
EVT0739,2026-05-17,RPT008,stakeholder training ask,Medium,field sales operations,46254,In review,source owner confirmation needed
EVT0740,2026-01-30,RPT014,performance review,Low,field sales operations,29848,Monitoring,refresh evidence attached to operating review
EVT0741,2026-05-15,RPT019,stakeholder training ask,High,category management,7520,Resolved,refresh evidence attached to operating review
EVT0742,2026-04-21,RPT032,performance review,Critical,field sales operations,35668,Resolved,training material should be refreshed
EVT0743,2026-04-09,RPT032,performance review,High,field sales operations,31690,Monitoring,source owner confirmation needed
EVT0744,2026-02-26,RPT007,lineage ownership update,Low,category management,31222,Resolved,refresh evidence attached to operating review
EVT0745,2026-04-12,RPT005,lineage ownership update,Low,national customer team,25813,In review,metric definition requires clarification
EVT0746,2026-02-01,RPT023,refresh exception,Medium,national customer team,9909,Monitoring,quality exception tied to customer hierarchy mapping
EVT0747,2026-03-11,RPT026,lineage ownership update,Critical,field sales operations,36720,Resolved,metric definition requires clarification
EVT0748,2026-01-22,RPT002,quality alert,Medium,field sales operations,26448,Resolved,source owner confirmation needed
EVT0749,2026-01-26,RPT015,definition question,Medium,supply planning,18339,Open,source owner confirmation needed
EVT0750,2026-04-26,RPT018,quality alert,Low,bottler finance leads,49325,Monitoring,refresh evidence attached to operating review
EVT0751,2026-05-08,RPT024,refresh exception,Medium,bottler finance leads,15355,Resolved,metric definition requires clarification
EVT0752,2026-04-06,RPT019,definition question,Critical,category management,29855,Open,metric definition requires clarification
EVT0753,2026-05-10,RPT027,performance review,Low,supply planning,3184,Resolved,quality exception tied to customer hierarchy mapping
EVT0754,2026-04-26,RPT011,performance review,Critical,national customer team,4721,Resolved,training material should be refreshed
EVT0755,2026-03-27,RPT014,stakeholder training ask,Critical,field sales operations,27311,Open,metric definition requires clarification
EVT0756,2026-03-13,RPT029,stakeholder training ask,Critical,national customer team,11183,Open,metric definition requires clarification
EVT0757,2026-02-27,RPT022,performance review,High,commercial leadership,27678,Open,training material should be refreshed
EVT0758,2026-05-08,RPT015,refresh exception,High,supply planning,49764,In review,quality exception tied to customer hierarchy mapping
EVT0759,2026-04-17,RPT013,definition question,High,category management,17257,Open,metric definition requires clarification
EVT0760,2026-01-24,RPT004,lineage ownership update,High,commercial leadership,39012,Open,training material should be refreshed
